Protein.Group	Protein.Names	Genes	First.Protein.Description	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_1_A50414_RD1_1_10360.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_2_A50418_RD5_1_10374.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_3_A50422_RD9_1_10382.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_4_A50426_RD13_1_10390.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NotTreated_5_A50430_RD17_1_10398.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_1_A50417_RD4_1_10372.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_2_A50421_RD8_1_10380.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_3_A50425_RD12_1_10388.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_4_A50429_RD16_1_10396.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_NTZB_5_A50433_RD20_1_10404.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_1_A50415_RD2_1_10368.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_2_A50419_RD6_1_10376.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_3_A50423_RD10_1_10384.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_4_A50427_RD14_1_10392.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_T_5_A50431_RD18_1_10400.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_1_A50416_RD3_1_10370.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_2_A50420_RD7_1_10378.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_3_A50424_RD11_1_10386.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_4_A50428_RD15_1_10394.d	Y:\DVPTBeTE230404_NecroProtTot_DIANN19\BeTE230404_NecroProtTot_TZB_5_A50432_RD19_1_10402.d
Q16644	MAPK3_HUMAN	MAPKAPK3		141691	142856	117499	108505	113515	73420.8	131364	113941	140063	138289	142808	121537	126818	125331	113686	85312.7	95805.2	88994.1	95361.3	80717.8
Q16649	NFIL3_HUMAN	NFIL3		5743.12	8747.78	9033.58		9204.1	6542.94	7174.41	14278.6	14215	7303.11	22471.2	12066.4	7282.6	6301.49	15075.6	13404.8	6869.85	15614.5	15237.4	13880.4
Q16656	NRF1_HUMAN	NRF1		97206.2	76374.7	70895.9	81257.8	71846.2	92490.7	78609.1	67882.5	77484.6	90525.4	68635.4	95083.8	84181.2	102907	59531.3	136584	126535	97033.3	166796	123980
Q16658	FSCN1_HUMAN	FSCN1		1.8933e+06	2.1739e+06	2.37701e+06	2.23557e+06	2.2197e+06	1.9375e+06	2.15205e+06	2.15248e+06	2.04075e+06	2.10299e+06	2.12293e+06	2.26432e+06	2.48374e+06	1.76104e+06	2.24817e+06	1.33726e+06	1.71421e+06	1.64482e+06	1.39765e+06	1.66564e+06
Q16666	IF16_HUMAN	IFI16		73044.9	93994.4	101842	104711	101201	68960	96588.6	101639	90908.5	91362.3	66933.9	96117.4	108682	86805.4	87622.1	49048.9	87287.4	93444.6	100711	113839
Q16667	CDKN3_HUMAN	CDKN3		16166	12750.1	11930.8	10232.9	10310.6	13980.5	6680.35	12112.5	14808.3	12436.4	12745.3	10713.3	8422.24	6827.87	12122.5	16044	9485.67	8700.06		7701.15
Q16676	FOXD1_HUMAN	FOXD1		8309.33	8385.13	6680.75	7437.15	6197.37	11683.6	19611.1	10630.3	17184.4	8580.11	7799.2	9633.8	7533.43		5692.47	17769.4	12734	12366.5	9329.47	8066.8
Q16678	CP1B1_HUMAN	CYP1B1			9954.45					19564.5	12760.4	19538.4					6460.58		19846.3	14307.7	21010.1	10836.9	25851.7
Q16698	DECR_HUMAN	DECR1		829397	799341	957383	1.17576e+06	1.07079e+06	1.09945e+06	1.06327e+06	880260	963992	1.15265e+06	577003	929749	909506	1.20205e+06	800477	1.00239e+06	1.19117e+06	1.03295e+06	1.39562e+06	1.35073e+06
Q16706	MA2A1_HUMAN	MAN2A1		71266.8	71229.3	71052.5	66889.4	70811.6	55773.1	68668	72096	69266	68959.3	68141.6	66515.3	61059.9	56169.2	69899.4	61686.2	68897.9	76995	62737.5	78413.7
Q16718	NDUA5_HUMAN	NDUFA5		136775	114389	132685	133786	153252	138640	155314	217070	227201	208708	126940	115049	111007	146736	143522	225542	184204	219730	250187	257929
Q16719	KYNU_HUMAN	KYNU		526103	585052	590361	600618	550440	466524	516071	583663	556825	565824	541027	676088	632243	350595	614646	376564	371828	371490	361249	472659
Q16739	CEGT_HUMAN	UGCG		10907.8	18524.5	15252.5	16276.4	18087.3	15947.6	15040.7	17552.4	13373.7	16585.8	20378.8	21004	12547.9	16861.7	26704.7	16137.6	13951.2	30071.7	15981.1	20504.4
Q16740	CLPP_HUMAN	CLPP		108024	87623.1	96001.1	115674	111174	124504	103966	128708	109430	120551	82377.6	107103	108928	88872.7	91543.8	155352	133746	129295	163860	154713
Q16762	THTR_HUMAN	TST		145995	177693	161031	187988	204491	194141	191941	221406	191459	216855	204941	180580	181667	215248	230117	228309	249145	285681	307710	244721
Q16763	UBE2S_HUMAN	UBE2S		67324.5	38304	31111.9	60315.4	32148.1	48684.7	29784.5	60012	30793.2	26307.3	50590.4	47740.4	53655.4	40066.1	33832.1	68901.4	40350.4	33200.7	62634.5	71812
Q16773	KAT1_HUMAN	KYAT1		10435.7	8515.55	9530.03	11476.3	10141.4	10888.5	8625.24	9068.85	9832.17	10917.2	7084.74	11075.4	11485.5	10727	5115.58	7887.57	7291.99	5354.74	6472.55	7873.52
Q16774	KGUA_HUMAN	GUK1		95167.4	110931	125961	147537	151069	116592	125364	131680	132504	126581	139198	120160	136037	104514	152968	76674.8	116597	123543	116289	125342
Q16775	GLO2_HUMAN	HAGH		252901	247811	352120	260933	303080	248051	287877	354756	304023	312043	303158	280388	286476	237190	338009	225351	144865	122821	214444	244405
Q16795	NDUA9_HUMAN	NDUFA9		277292	232658	222373	247734	250485	239203	255598	263178	219907	235879	223813	252615	238238	217073	233198	343195	321194	360633	359589	365529
Q16799	RTN1_HUMAN	RTN1		8624.28	17729.4	19536.4	11670.7	14262.6			14874.3	12173.7	13713.8	20631.5	23482.6	12828.8	13166.8	17711.5		11440.5	12478.8	16377	8638.09
Q16822	PCKGM_HUMAN	PCK2		118044	136273	123506	142869	144061	202497	169598	165458	136050	177748	99607.8	159387	148476	270619	114646	134993	186342	173892	193258	191932
Q16827	PTPRO_HUMAN	PTPRO			16204.3	25225.4	24052.4	22462.3		18247.3	15937.3	15437.2	17533.3	8541.58	21514.2	17218.1	20248.8	23592.2	22965.6	25727.4	14796	19600.6	21753.4
Q16829	DUS7_HUMAN	DUSP7		12290.5	16942	11804.9	5249.51	9017.53	6605.76	5663.89	8093.33	8525.39	8816.52	10167.4	8524.97	6456.66	9004.1	9719.09		9472.05	10413.9		
Q16836	HCDH_HUMAN	HADH		722028	825002	769834	640006	654972	687630	818751	680358	836648	859654	943392	694661	728823	779891	793432	1.23567e+06	1.09345e+06	1.13485e+06	1.11562e+06	799510
Q16850	CP51A_HUMAN	CYP51A1		151648	141780	144163	116736	143519	192267	216267	194273	186878	163321	173802	131743	167139	167299	198343	246185	279486	239498	246204	243844
Q16851	UGPA_HUMAN	UGP2		547591	581911	578478	645446	563721	645169	622864	534812	586755	593156	552782	660333	643352	639098	536796	524097	615057	521458	471542	521950
Q16854	DGUOK_HUMAN	DGUOK		80645	102776	84260.8	88560.7	94693.9	106832	94915	95378	99546.5	94074.3	106776	87118.4	76822.9	92799.6	106907	98349.9	100568	100288	113902	108813
Q16864	VATF_HUMAN	ATP6V1F		44646.6	30133.8	56826.4	60344.7	55109.2	32819.5	26030.8	61703.6	25638.3	19104.8	38211.9	51593.2	56008.9	32578.8	39643.2	37612.7	34740.9	53982	40997.9	46179.9
Q16873	LTC4S_HUMAN	LTC4S		197210	191719	220976	282977	183445	192885	294589	210397	200155	292058	103864	235953	186822	316236	148299	378588	371112	420740	333457	320608
Q16875	F263_HUMAN	PFKFB3		23402	26068.3	22467.3	31370.1	22251.4	17873.9	24782.5	22200.4	30528.3	24994.2	21972.7	28639.3	35074.7	17126.5	32917.8	28045.2	26099	28474	17962.1	25531
Q16877	F264_HUMAN	PFKFB4		26743.9	33061.8	35853.7	46959.5	38036.2	25680.2	41073.4	43820.3	39661.8	40289.3	27330.8	40411.6	42565.5	42479.1	39147.1	24245.3	41912.2	49938.9	40571.3	53280.1
Q16880	CGT_HUMAN	UGT8		31009.9	20083.2	26413.1	16320.6	20083.9	21366.5	23691.8	26421.6	24399	18743.4	28168.5	23271.3	18950	22815.3	25367.3	37447.7	33664.9	37833.7	34961.8	32415.8
Q16881	TRXR1_HUMAN	TXNRD1		346154	349958	324347	291349	300388	331253	372571	319694	355406	346837	357969	310474	325177	255880	323794	314965	285211	279704	232400	213109
Q16890	TPD53_HUMAN	TPD52L1		9666.91	13906.2		8410.62	7488.5	4884.14	5807.97	8718.05	6602.71	5410.44	10526.7	5823.16	7676.47	5157.45	9402.85	6161.31	7214.42	7765.61	3137.32	
Q16891	MIC60_HUMAN	IMMT		934379	921703	928104	841991	882819	974102	942788	881109	1.01443e+06	1.00479e+06	986727	916727	894611	982544	942407	1.07041e+06	1.06681e+06	1.03039e+06	1.35909e+06	1.09204e+06
Q17R31	TATD3_HUMAN	TATDN3		51291.5	61035.8	62251	52958.8	48373.6	68293.6	70827.6	52191.4	59161.8	70524.1	48162.2	54425.4	52951.4	63802.1	49420.4	45143.2	53702.4	36068	44762.7	40142.1
Q17RN3	FA98C_HUMAN	FAM98C		34886.4	37521.3	23927.6	36533.5	33426.7	44772.8	38642.5	29030.7	33447.9	32393.7	20264.4	33441.6	41130.3	40867.8	19609.8	28483.5	36003.6	25400.8	11694	27624
Q17RS7	GEN_HUMAN	GEN1		16176.1	25090.4	21600.5	25285.2	25558.4	13203.3	20110.3	25410.6	22679	20572.3	31438.7	26230.4	19884.6	17861.9	27684.1	15479.7	16385.1	24957	17503.8	17041.5
Q1ED39	KNOP1_HUMAN	KNOP1		28750.7	39593.9	44204.6	43408.3	51429.5	47500.3	40169.1	41816.6	45603.6	45128.5	48022.2	55204.9	48263.2	45042.8	42601.3	44000.7	41055.8	35702.9	49873.5	49453.9
Q1H595	LSM2_ARATH	LSM2		15774.3					8012.52	9522.66	48366.3		18809.7		7760.89			4793.85	432063	3569.54	12003.9		
Q1KMD3	HNRL2_HUMAN	HNRNPUL2		377456	416315	387369	414246	402038	432752	491417	403124	464574	462274	394801	396578	405471	397299	400425	495195	517254	501161	419037	432425
Q1MSJ5	CSPP1_HUMAN	CSPP1		23175.9	25129.7	26142.5	26252.1	26554	39553.5	30383.4		29966.2	26311.3	29404.3	17666.3	27488.1	33827.2	25584.1	25622.6	27605.2	21568.2	26515.1	20444.4
Q27J81	INF2_HUMAN	INF2		104351	112717	119630	113864	119038	124585	118857	107936	117551	119262	103501	120114	130819	120364	116990	96227.2	115181	102507	100653	108762
Q29RF7	PDS5A_HUMAN	PDS5A		945402	507252	542526	854776	728766	947544	945086	760875	880123	811575	603456	768772	885263	870510	509106	1.03715e+06	1.09202e+06	1.10375e+06	439346	1.18198e+06
Q2HIK4	PFD6_ARATH	PFD6		106064	25512.7			61920.7		115889		47786	207758	57895.7			265683	65153.7	142420		27756.8		198929
Q2KHR2	RFX7_HUMAN	RFX7		6662.91	10201.3	11742.9	11648.6	12877	13555.7	13696.1	8567.3	8365.6	10923.8	8539.68	11342.5	10025.2	9595.51	8393.23	9146.66	11024.6	3746.38		13788.6
Q2KHR3	QSER1_HUMAN	QSER1		33824.7	25465.5	32318.7	30176.2	31334.1	24264.6	24324	26232.9	27156.1	20907.8	31538.5	32087.5	29955.3	26239.2	26919.8	33589.6	26500.8	20593.1	25879.3	27474.4
Q2KHT3	CL16A_HUMAN	CLEC16A		49190.7	61271.9	55089	49853	54052	43962.8	56628.1	55970.7	60170.9	58198.1	52891.5	48863.2	48161.5	61736.9	58820.2	39586.4	48505.2	44592	42181.8	40128.1
Q2LD37	BLTP1_HUMAN	BLTP1		6622.83	15582.7	9563.99	13177.2	13769.1	12730.8	10654.5	12580.5	15276	15540	11084.6	11631	6868.73	13737.3	10494.7	14281.9	15386.6	21448.5	7466.31	8187.79
Q2M1Z3	RHG31_HUMAN	ARHGAP31		68467.8	83056.6	86421.6			15489.1	80775.3	61564.5	82428.5	77079.6	78812.8					104180				
Q2M296	MTHSD_HUMAN	MTHFSD		25385.8	25935.9	24401.4	31759.7	23986.4	45623.5	39650.5	22259.2	28625.1	36602.4	16003.8	31298.9	29007.2	20369.2	14168.7	24189.9	40397.1	28295	16349.8	25258.8
Q2M2I8	AAK1_HUMAN	AAK1		324510	445859	442770	269855	296423	285638	375585	321033	348608	371560	425570	302199	300242	247523	375508	251355	225309	200789	196576	189138
Q2M2Z5	KIZ_HUMAN	KIZ		24689.3	26009.7	27669.2	20871.6	32636.2	26355	29263.9	29465.5	27415	28974.3	18734.2	29444.1	18624.4	26914.2	32859.7	23675.4	11139	14885.7		18461.5
Q2M385	MPEG1_HUMAN	MPEG1		6175.52	7504.71	15259.8			16648.7	23422		15445.3	20632.2	8228.7	16901.6	13960.3	33264.8	13524.8		24221.9	31723.7	25229.2	14321.6
Q2M389	WASC4_HUMAN	WASHC4		95616.1	93302.8	90985.6	96684.9	94744.3	82801.9	89836.5	89236.1	86026.3	89082	83284.9	92303.9	104897	77403.5	93893.8	74899.8	88033.3	105224	102794	100918
Q2M3G4	SHRM1_HUMAN	SHROOM1		5479.27	9418.69	6703.8	7387.49	7514.18	6214.27	7244.56	5343.31	8744.31	6869.33	7051.12	7594.2		7198.77	10016.4		4336.8	9835.18	6422.12	6122.33
Q2NKX8	ERC6L_HUMAN	ERCC6L		44028	40097.6	31215.6	55731.4	38926	45145.9	35564.1	41826	35018.4	37838	38219	46522.8	41599.3	33559.2	31515	31780.2	32560.6	44631.4	34749.1	41110.9
Q2NKX9	CB068_HUMAN	C2orf68		9095.57	10196.6	9062.18	9027.43	6541.6		7905.58	4349.09	8816.63	10322.5	8523.4	6153.03			9239.27			9466.61	9416.16	
Q2NL68	PRSR3_HUMAN	PROSER3			11129.4	11075.3	9230.21	10885.3	8162.31	11918.5	12287.2	9755.7	12647.9	11866	7898.52	8037.69	13626.5	13018	10386.5	14003.8	8304.2		8553.73
Q2NL82	TSR1_HUMAN	TSR1		209382	143660	125748	212556	169750	128769	98218.8	194196	92422.9	103245	110201	236827	169088	129502	110293	114432	99760	94559.1	94580	178833
Q2PPJ7	RGPA2_HUMAN	RALGAPA2		78524.6	88124.7	96174.2	86843.4	76526	105769	115955	76592	85392.7	96274.6	79126.5	100878	108284	114145	100202	80753.4	156394	76962.9	79250.1	61043.7
Q2PZI1	D19L1_HUMAN	DPY19L1		17400.7	24579.8	30681.5	29102.9	29935.2	23734.2	26909.7	32741.3	26739.3	22395.3	33547.2	23662.7	19804.1	22760.9	39497.8	21170.5	35959.7	49057.8	17868.6	37510.1
Q2QGD7	ZXDC_HUMAN	ZXDC		13022.8	12645.3	7505.83	11985.3	8837.78	10191.7	10310	12164	11902.2	10502.5	14739.6	12307.9	10044	9027.85	7183.55		12345.1	13427.8	12448.2	14952.7
Q2T9J0	TYSD1_HUMAN	TYSND1		11901.1	17554.1	16001.7	15797	14410	19300.5	14427.4	8929.65	20378.7	11717.5	8892.53	13122.2	15808	16015	9519.13	14377.1	18687.9	20922	11505.7	12791.9
Q2TAA2	IAH1_HUMAN	IAH1		156251	127602	148627	157152	123752	201562	201667	107664	94331.4	127702	111194	173955	203598	150528	114387	141190	165590	115919	91921	116687
Q2TAA5	ALG11_HUMAN	ALG11		42972.5	37463.7	52745.9	43612	40416.6	37600.8	30298.4	51441.1	40908.4	38967.8	44753.9	34631.8	44474.8	36289.2	56131.8	38541.5	51579	72110.6	70468	76786.1
Q2TAK8	PWP3A_HUMAN	PWWP3A		31212.9	28454.8	32726.4	28265.8	28978.3	33405.4	32810.6	28694	36233	26575.2	27820.2	29353.8	29645.6	32463.2	37530.1	33797.8	33435.5	35816.8	33187.6	32890.2
Q2TAL8	QRIC1_HUMAN	QRICH1		213299	218924	241298	182534	186956	202367	197781	184691	245063	221009	247292	183671	181587	242559	223158	209010	214017	215880	202304	181767
Q2TAM9	TUSC1_HUMAN	TUSC1		7307.41	6681.59	3775.68	9514.66	12451		7155.66	10265.8	8356.01	8020.32	7187.23	12197.5	8582.4		3841.44		11109.3	6136.04		6343.22
Q2TAY7	SMU1_HUMAN	SMU1		184827	163211	184563	234129	189365	248407	250661	166868	222273	223252	159508	195591	207285	188926	191445	156603	230770	220164	175851	253889
Q2TAZ0	ATG2A_HUMAN	ATG2A		33210.9	38826.1	40675.6	35649	34335.1	42875.5	36060.9	35429.1	38409.3	38194.1	39008.5	34355.1	39942	39884.1	34677.6	42851.9	39315.8	37445.5	32519.5	29635.5
Q2TB10	ZN800_HUMAN	ZNF800		47209.2	53791.6	45828.2	34470.4	40021.3	50759.2	48083.6	45714.9	51137.1	52015.8	42235.4	47981.8	43088.9	56091.4	43612.7	94260.4	80331.7	75811.2	98904.7	66938.8
Q2TB18	ASTE1_HUMAN	ASTE1		4094.49	6041.72	5613.13		3542.14	7463.14	3827.7	6689.15			6131.42	4488	6664.46	7470.64	5384.6	5281.06	6449.97			4948.12
Q2TBE0	C19L2_HUMAN	CWF19L2		13697.3	19799	16420.6	13169.1	16027.1	15298.5	14621.8	16966.5	16102.6	15120.8	19405.2	15681.4	14811.6	12733.2	15964.5	18070.6	16602.6	15983.9	12950.8	12504.9
Q2VPB7	AP5B1_HUMAN	AP5B1		23827.7	22065.4	22848.5	25204.8	24911.1	20548.3	22198.5	19855.8	18328.9	19774.7	21248.6	30193.9	23982.5	25236.4	22869.9	15945.9	20067.3	17486.4	20665.2	22224.9
Q2VPK5	CTU2_HUMAN	CTU2		59156.4	60386.2	62043	55740	58748.5	53001.2	57852.4	57230.7	45640	56250.2	43504.5	65358.4	56549.7	65706.2	53805.5	58596.9	53199.2	53562.3	41261	43813.6
Q30154	DRB5_HUMAN	HLA-DRB5		68728.7	89072.2	84244.2	81177.5	71711.1	69674.2	83279.2	84021.5	86848.3	85098.5	70966.1	76070.1	78836.8	54688.4	79458.9	51078.8	127628	112412	96481.5	97476.7
Q32M88	PGGHG_HUMAN	PGGHG		106214	121032	91973.8	113498	125906	111810	84335.8	114237	112712	116783	97947.9	127365	103734	152053	102317	94155.6	89964.1	90391.3	73623.9	82936.1
Q32MZ4	LRRF1_HUMAN	LRRFIP1		342731	291457	393682	341180	480022	272073	239663	334773	294647	307299	346941	311851	432575	287801	323741	220357	191878	181180	236044	264593
Q32NB8	PGPS1_HUMAN	PGS1		21316.5	26280.9	44295.8	48871.7	39953.6	34625.2	49492.9	37597.8	47064.2	41265.1	39382.2	40726.2	41905.5	53198.8	37830.8	38438.2	57600.1	63087.3	51956.9	51584.8
Q32NC0	CR021_HUMAN	C18orf21		25492.5	29412.5	25119.5	22805	23870.6	19551	16397.1	30209	24965.8	22402.2	28474.4	33424	25189.4	19266.9	23665.2	29318.2	31116.4	39630.8	34288.9	22074.5
Q32P28	P3H1_HUMAN	P3H1		517669	460035	479214	559137	529830	655698	567592	467141	498501	520210	490242	520255	603274	494597	459725	641004	578203	575282	684742	709344
Q32P41	TRM5_HUMAN	TRMT5		185663	177896	189210	170347	180141	168310	193434	152469	185529	176804	112846	165116	162122	184851	170200	163644	166172	169364	114973	107917
Q32P44	EMAL3_HUMAN	EML3		78231.6	81200.7	76185.4	78331.6	73165	74568.7	69746.8	76865.7	76529.4	80041.2	69221	72075.3	74950.1	79256.4	72829.1	54275.1	49972.7	56569.5	50410.1	51890.3
Q32P51	RA1L2_HUMAN	HNRNPA1L2		4.76426e+06	4.03964e+06	3.93869e+06	4.84504e+06	5.45702e+06	1.57563e+06	2.98944e+06	4.68632e+06	2.66716e+06	3.04936e+06	4.5447e+06	4.23065e+06	4.81958e+06	1.1591e+06	4.39269e+06	2.23928e+06	2.03463e+06	2.89477e+06	2.59293e+06	4.6258e+06
Q330K2	NDUF6_HUMAN	NDUFAF6		18827.6	34547.1	31894.1	29131	32403.3	16036.5	40779.1	26647.6	40875	34564.8	23932.6	29895.3	32566	13553.4	22326.4	23041.3	34243.2	36066.5	36329.9	41287.4
Q38SD2	LRRK1_HUMAN	LRRK1		27555.5	26520.4	26774.9	29154.5	25847.1	27839.5	32353.3	24424.6	22228.8	27859.9	28116.4	28628.3	31185.4	21935.6	23013.5	22141.4	22995.1	23981.7	19579.2	23454
Q39011	KSG7_ARATH	ASK7		10613.2			16093.3	20813.9	18378.8	15367.8	25022.9	16237.1		22009.9	17000.3	15720.9			6223.94	26212.8	19494.5	12334.2	17622.7
Q3B726	RPA43_HUMAN	POLR1F		79609.6	93814.1	94544.4	109682	102790	129413	106224	98393.4	88029.2	112109	91842.8	108562	90254	101743	86201.7	117136	101640	101937	165709	114794
Q3B7J2	GFOD2_HUMAN	GFOD2		6896.87	10544	3952.14	5692.08	3556.94	11830.8	7738.94	4671.84	5235.45	6613.19		5954.38	12745	10649.3		7009.89	12417	8464.63	15272.1	7055.07
Q3B7T1	EDRF1_HUMAN	EDRF1		53608.8	32906.5	39966.8	32307.4	35584.3	33419.8	23527.5	37594	24990.7	22880.6	36234.3	41110.6	30308.5	33159.2	33493.9	25660.4	23517.4	28475.3	40006.4	29561.3
Q3KNV8	PCGF3_HUMAN	PCGF3		12040.1	16256	16472.1	10034.7	9608.17	10764.4	17843.2	14717.8	11598.5	16962.1	13024.3	11428.4	15726.8	16336.4	11073.3	16242.9	15324	15419.4	14897.7	7591.81
Q3KNW1	SNAI3_HUMAN	SNAI3			7544.96									14886.1	9062.89			13356.2					2710.89
Q3KP31	ZN791_HUMAN	ZNF791		17986.2	20595.1	19016.5	17235.8	17291	18499.6	18999.5	20438.8	18344.7	14897.6	16652.7	12985.4	19260.3	4573.12	16500.3	11755.6	24299.3	23877.6	16511.8	24148.5
Q3KP66	INAVA_HUMAN	INAVA						54511.9				31861.3		56165.7	90154.5	80578.3	67072.5	63641.2					
Q3KQU3	MA7D1_HUMAN	MAP7D1		75909.1	72810.5	84353	88081.1	84973	66520.8	85019.5	98824.1	71027.6	79963.3	77529.9	89830.1	92699	101919	85230.5	65878.1	79371.8	85210.1	63001.4	55720.3
Q3KQV9	UAP1L_HUMAN	UAP1L1		264005	215123	206355	292068	265960	245433	194891	258792	264276	257209	232730	292120	174330	228755	205182	221442	267118	243255	190254	198612
Q3KQZ1	S2535_HUMAN	SLC25A35		28730.4	35573.4	30660.2	35404.7	35445.1	25696.6	28058.7	31888.8	30025	33789.9	30598.9	31051.6	32037.7	23766.8	35435.6	27235	31663.6	41974.9	45825.1	36888.1
Q3KR37	ASTRB_HUMAN	GRAMD1B		7657.84	11311.5	7974.27	10663.8	5789.43	8385.73	7795.4	4740.23	9421.03	11198	15877.1	5429.26	4706.45	10109.3	7717.88	23384.6	17428.6	17848.9	10104.1	7122.25
Q3KRA6	CB076_HUMAN	C2orf76		49931	62049.7	65514.9	56062.7	60556.1	56267.6	66978.4	58391.5	68222.6	61730.4	44276.7	64979.3	54833.3	68539.1	65401.6	39794.1	67297.3	63459.3	42308.4	47712.2
Q3KRA9	ALKB6_HUMAN	ALKBH6		15839.4	7505.62	8887.77	10694.8	16474.8	12655.2	7166.05	10643.2	13388.4	9076.89	10965.6	10602.1		10196.6	8738.33	5623.1	13790.1	6429.27	6956.7	4330.13
Q3L8U1	CHD9_HUMAN	CHD9		29470.2	29334	27512.5	22047.4	23664	25327.1	25896.3	26393.1	36845.7	33664.9	29678.3	20813	18203.9	28991.8	23201.2	38908.7	32931.5	28645.7	30036.6	22628.9
Q3LXA3	TKFC_HUMAN	TKFC		174637	279728	286897	231070	236140	258699	255978	268438	238060	263145	257795	230117	229021	208965	273182	228597	210833	197600	163308	143104
Q3MHD2	LSM12_HUMAN	LSM12		237013	214827	235654	340120	304320	382820	267674	346389	286796	275059	250904	293088	373913	241096	259147	254529	265733	327665	254347	237439
Q3MII6	TBC25_HUMAN	TBC1D25		6027.24	8189.03	7187.41	8354.92	7369.08		7325.44	10221.2	8038.22	6883.83	6846.74	8081.33		7620.48				6628.65		4275.18
Q3MIT2	PUS10_HUMAN	PUS10		50351	58442.6	56032.8	53953.3	62476	49270.8	46392.4	46445.5	48816.1	41623.2	49900.7	52157.5	57137.6	34526.2	51959	41336.3	29261.6	38570.6	44039.8	43522.6
Q3MIX3	ADCK5_HUMAN	ADCK5		53760.5	51456.2	46050.1	34625.6	44186	39123.5	38359.7	61698.2	46159	52014.1	55703.6	47791.2	46514.3	41684.3	50049.8	69810	60697.7	57251.2	69039.8	47705.2
Q3SXM5	HSDL1_HUMAN	HSDL1		60368	48637.7	49484.7	52811.8	51983.4	70194.4	52585.7	54448.1	59624.4	62874.9	62726.1	60016.5	51943.5	35535.9	50924.9	64921.8	60816.2	82976	65687	60602.9
Q3SXY8	AR13B_HUMAN	ARL13B		25535.6	34456.6	27890.7	15264.4	15573.2	31794.7	31146.1	18492.1	28070.9	24326	30669.2	22924.9	14677.5	23305.1	24075	30825.6	32960.3	24434.6	28300.7	19531.2
Q3SY69	AL1L2_HUMAN	ALDH1L2		112504	128069	132229	161247	142481	193804	170313	150803	131482	139848	100180	144607	158550	221317	127551	262099	210425	188445	210562	169048
Q3SY77	UD3A2_HUMAN	UGT3A2		29423.1	33470	25237.6	25297.3	24413.8	20814.9	26909.8	25593.1	24176.8	23762.9	25182.3	26092	25838.2	9966.46	24901.6	44599.7	41446.3	43226.3	41189.7	30585
Q3T8J9	GON4L_HUMAN	GON4L		53847.7	45722.3	49847.3	48266.6	46187.3	50854.2	39458.1	44658.2	41621.2	44356.5	52077.8	50766.9	46067.3	56540.6	40351.4	37215.3	37976.4	42050.1	62467.7	46738.8
Q3V6T2	GRDN_HUMAN	CCDC88A		73349.3	60957.3	61515.7	64557.4	77648.1	76836.2	73338.8	78791.2	59080.6	57735.3	50618.7	89513.6	74145.7	54941.8	64538.2	56206.7	52713	39849.5	52016.6	50729.5
Q3YBR2	TBRG1_HUMAN	TBRG1		17858.1	16091.6	13822.6	19756.1	18713.2	8925.81		25564.2	14315.9	10896		25972.1	9558.43		11681.9	19469.5	21965.3	12534.8	10723.6	22068.9
Q3YEC7	RABL6_HUMAN	RABL6		224475	233241	245119	265305	243058	246468	228212	224615	221373	235224	237808	264320	240463	222156	220440	188203	181303	152135	174209	202922
Q3ZAQ7	VMA21_HUMAN	VMA21		123315	85464	115205	113472	90910.7	193194	151087	110819	126563	161843	89289	126685	145700	165748	73154.7	221280	200840	206438	236511	216110
Q3ZCQ8	TIM50_HUMAN	TIMM50		184889	194726	201182	185490	194291	196971	168720	176438	184741	186250	243153	205186	128227	156775	157592	210883	166892	181448	179768	221749
